wavelength_nm,n,k
564.0000,2.157209,0.000000
565.0000,2.156725,0.000000
566.0000,2.156244,0.000000
567.0000,2.155766,0.000000
568.0000,2.155292,0.000000
569.0000,2.154821,0.000000
570.0000,2.154353,0.000000
571.0000,2.153888,0.000000
572.0000,2.153426,0.000000
573.0000,2.152968,0.000000
574.0000,2.152512,0.000000
575.0000,2.152060,0.000000
576.0000,2.151610,0.000000
577.0000,2.151164,0.000000
578.0000,2.150721,0.000000
579.0000,2.150280,0.000000
580.0000,2.149843,0.000000
581.0000,2.149408,0.000000
582.0000,2.148976,0.000000
583.0000,2.148547,0.000000
584.0000,2.148121,0.000000
585.0000,2.147697,0.000000
586.0000,2.147276,0.000000
587.0000,2.146858,0.000000
588.0000,2.146443,0.000000
589.0000,2.146030,0.000000
590.0000,2.145621,0.000000
591.0000,2.145213,0.000000
592.0000,2.144809,0.000000
593.0000,2.144406,0.000000
594.0000,2.144007,0.000000
595.0000,2.143610,0.000000
596.0000,2.143215,0.000000
597.0000,2.142823,0.000000
598.0000,2.142433,0.000000
599.0000,2.142046,0.000000
600.0000,2.141661,0.000000
601.0000,2.141279,0.000000
602.0000,2.140899,0.000000
603.0000,2.140521,0.000000
604.0000,2.140146,0.000000
605.0000,2.139773,0.000000
606.0000,2.139402,0.000000
607.0000,2.139034,0.000000
608.0000,2.138668,0.000000
609.0000,2.138304,0.000000
610.0000,2.137942,0.000000
611.0000,2.137583,0.000000
612.0000,2.137226,0.000000
613.0000,2.136870,0.000000
614.0000,2.136517,0.000000
615.0000,2.136167,0.000000
616.0000,2.135818,0.000000
617.0000,2.135471,0.000000
618.0000,2.135126,0.000000
619.0000,2.134784,0.000000
620.0000,2.134443,0.000000
621.0000,2.134105,0.000000
622.0000,2.133768,0.000000
623.0000,2.133434,0.000000
624.0000,2.133101,0.000000
625.0000,2.132771,0.000000
626.0000,2.132442,0.000000
627.0000,2.132115,0.000000
628.0000,2.131790,0.000000
629.0000,2.131468,0.000000
630.0000,2.131146,0.000000
631.0000,2.130827,0.000000
632.0000,2.130510,0.000000
633.0000,2.130194,0.000000
634.0000,2.129881,0.000000
635.0000,2.129569,0.000000
636.0000,2.129259,0.000000
637.0000,2.128950,0.000000
638.0000,2.128644,0.000000
639.0000,2.128339,0.000000
640.0000,2.128036,0.000000
641.0000,2.127734,0.000000
642.0000,2.127434,0.000000
643.0000,2.127136,0.000000
644.0000,2.126840,0.000000
645.0000,2.126545,0.000000
646.0000,2.126252,0.000000
647.0000,2.125961,0.000000
648.0000,2.125671,0.000000
649.0000,2.125383,0.000000
650.0000,2.125097,0.000000
651.0000,2.124811,0.000000
652.0000,2.124528,0.000000
653.0000,2.124246,0.000000
654.0000,2.123966,0.000000
655.0000,2.123687,0.000000
656.0000,2.123410,0.000000
657.0000,2.123134,0.000000
658.0000,2.122860,0.000000
659.0000,2.122587,0.000000
660.0000,2.122316,0.000000
661.0000,2.122046,0.000000
662.0000,2.121778,0.000000
663.0000,2.121511,0.000000
664.0000,2.121245,0.000000
665.0000,2.120981,0.000000
666.0000,2.120719,0.000000
667.0000,2.120458,0.000000
668.0000,2.120198,0.000000
669.0000,2.119939,0.000000
670.0000,2.119682,0.000000
671.0000,2.119426,0.000000
672.0000,2.119172,0.000000
673.0000,2.118919,0.000000
674.0000,2.118668,0.000000
675.0000,2.118417,0.000000
676.0000,2.118168,0.000000
677.0000,2.117920,0.000000
678.0000,2.117674,0.000000
679.0000,2.117429,0.000000
680.0000,2.117185,0.000000
681.0000,2.116942,0.000000
682.0000,2.116701,0.000000
683.0000,2.116461,0.000000
684.0000,2.116222,0.000000
685.0000,2.115984,0.000000
686.0000,2.115748,0.000000
687.0000,2.115513,0.000000
688.0000,2.115279,0.000000
689.0000,2.115046,0.000000
690.0000,2.114814,0.000000
691.0000,2.114584,0.000000
692.0000,2.114355,0.000000
693.0000,2.114126,0.000000
694.0000,2.113899,0.000000
695.0000,2.113674,0.000000
696.0000,2.113449,0.000000
697.0000,2.113225,0.000000
698.0000,2.113003,0.000000
699.0000,2.112782,0.000000
700.0000,2.112561,0.000000
701.0000,2.112342,0.000000
702.0000,2.112124,0.000000
703.0000,2.111907,0.000000
704.0000,2.111692,0.000000
705.0000,2.111477,0.000000
706.0000,2.111263,0.000000
707.0000,2.111050,0.000000
708.0000,2.110839,0.000000
709.0000,2.110628,0.000000
710.0000,2.110419,0.000000
711.0000,2.110210,0.000000
712.0000,2.110003,0.000000
713.0000,2.109796,0.000000
714.0000,2.109591,0.000000
715.0000,2.109386,0.000000
716.0000,2.109183,0.000000
717.0000,2.108980,0.000000
718.0000,2.108779,0.000000
719.0000,2.108578,0.000000
720.0000,2.108378,0.000000
721.0000,2.108180,0.000000
722.0000,2.107982,0.000000
723.0000,2.107785,0.000000
724.0000,2.107589,0.000000
725.0000,2.107395,0.000000
726.0000,2.107201,0.000000
727.0000,2.107008,0.000000
728.0000,2.106816,0.000000
729.0000,2.106624,0.000000
730.0000,2.106434,0.000000
731.0000,2.106245,0.000000
732.0000,2.106056,0.000000
733.0000,2.105869,0.000000
734.0000,2.105682,0.000000
735.0000,2.105496,0.000000
736.0000,2.105311,0.000000
737.0000,2.105127,0.000000
738.0000,2.104944,0.000000
739.0000,2.104761,0.000000
740.0000,2.104579,0.000000
741.0000,2.104399,0.000000
742.0000,2.104219,0.000000
743.0000,2.104040,0.000000
744.0000,2.103862,0.000000
745.0000,2.103684,0.000000
746.0000,2.103508,0.000000
747.0000,2.103332,0.000000
